Student ID;Student Country;Question ID;Type of Answer;Question Level;Topic;Subtopic;Keywords,,,,,,,,,,,,;is_advanced;student_accuracy;question_difficulty;topic_difficulty;subtopic_difficulty
41;Portugal;79;1;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.5678327309868008;0.75;0.5205882352941176;0.5205882352941176
41;Portugal;79;1;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.5678327309868008;0.75;0.5205882352941176;0.5205882352941176
651;Ireland;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.278441231929604;0.75;0.5205882352941176;0.5205882352941176
1505;Portugal;79;1;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.4335323695788812;0.75;0.5205882352941176;0.5205882352941176
664;Portugal;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.6117745652629374;0.75;0.5205882352941176;0.5205882352941176
699;Portugal;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.43412947831552484;0.75;0.5205882352941176;0.5205882352941176
67;Portugal;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.48779190639655756;0.75;0.5205882352941176;0.5205882352941176
57;Portugal;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.47466518396750956;0.75;0.5205882352941176;0.5205882352941176
57;Portugal;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.47466518396750956;0.75;0.5205882352941176;0.5205882352941176
675;Portugal;79;1;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.528441231929604;0.75;0.5205882352941176;0.5205882352941176
679;Portugal;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.417661847894406;0.75;0.5205882352941176;0.5205882352941176
638;Italy;79;0;Basic;Statistics;Statistics;Stem and Leaf diagram,Relative frequency,Sample,Frequency,,,,,,,,,;0;0.278441231929604;0.75;0.5205882352941176;0.5205882352941176
913;Ireland;80;1;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.6009611890010561;0.8;0.5205882352941176;0.5205882352941176
646;Ireland;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.47732782616503544;0.8;0.5205882352941176;0.5205882352941176
641;Italy;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.3617745652629374;0.8;0.5205882352941176;0.5205882352941176
695;Portugal;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.528441231929604;0.8;0.5205882352941176;0.5205882352941176
700;Portugal;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.5442786727976446;0.8;0.5205882352941176;0.5205882352941176
675;Portugal;80;1;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.528441231929604;0.8;0.5205882352941176;0.5205882352941176
659;Portugal;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.39021579719254135;0.8;0.5205882352941176;0.5205882352941176
642;Italy;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.528441231929604;0.8;0.5205882352941176;0.5205882352941176
637;Italy;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.3617745652629374;0.8;0.5205882352941176;0.5205882352941176
643;Italy;80;0;Basic;Statistics;Statistics;Population,Variance,Median,Standard deviation,Mode,Quantile,Sample,Mean,,,,,;0;0.528441231929604;0.8;0.5205882352941176;0.5205882352941176
741;Ireland;81;0;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.33375235700817096;0.5384615384615384;0.5205882352941176;0.5205882352941176
647;Ireland;81;0;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.292661847894406;0.5384615384615384;0.5205882352941176;0.5205882352941176
674;Ireland;81;0;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.3617745652629374;0.5384615384615384;0.5205882352941176;0.5205882352941176
713;Portugal;81;0;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.47732782616503544;0.5384615384615384;0.5205882352941176;0.5205882352941176
41;Portugal;81;0;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.5678327309868008;0.5384615384615384;0.5205882352941176;0.5205882352941176
669;Portugal;81;0;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.528441231929604;0.5384615384615384;0.5205882352941176;0.5205882352941176
1505;Portugal;81;1;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.4335323695788812;0.5384615384615384;0.5205882352941176;0.5205882352941176
668;Portugal;81;1;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.47732782616503544;0.5384615384615384;0.5205882352941176;0.5205882352941176
695;Portugal;81;1;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.528441231929604;0.5384615384615384;0.5205882352941176;0.5205882352941176
699;Portugal;81;0;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.43412947831552484;0.5384615384615384;0.5205882352941176;0.5205882352941176
661;Portugal;81;1;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.528441231929604;0.5384615384615384;0.5205882352941176;0.5205882352941176
667;Portugal;81;1;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.778441231929604;0.5384615384615384;0.5205882352941176;0.5205882352941176
638;Italy;81;1;Basic;Statistics;Statistics;Mean,Median,Mode,,,,,,,,,,;0;0.278441231929604;0.5384615384615384;0.5205882352941176;0.5205882352941176
1026;Lithuania;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.23866391308251772;1.0;0.6580310880829016;0.6435331230283912
175;Italy;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.4718561137165788;1.0;0.6580310880829016;0.6435331230283912
626;Italy;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.4042816600956136;1.0;0.6580310880829016;0.6435331230283912
349;Portugal;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.3133725691865227;1.0;0.6580310880829016;0.6435331230283912
174;Portugal;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.4345846903986439;1.0;0.6580310880829016;0.6435331230283912
1564;Portugal;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.16185741767137118;1.0;0.6580310880829016;0.6435331230283912
407;Portugal;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.40614325144153257;1.0;0.6580310880829016;0.6435331230283912
411;Portugal;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.20922838022701223;1.0;0.6580310880829016;0.6435331230283912
155;Spain;82;0;Basic;Differentiation;Derivatives;Logarithmic rule,Power rule,Exponential rule,Trigonometric rules,Product rule,,,,,,,,;0;0.4345846903986439;1.0;0.6580310880829016;0.6435331230283912
240;Lithuania;83;1;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.6117745652629374;0.5;0.6463414634146342;0.6542056074766356
626;Italy;83;1;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.4042816600956136;0.5;0.6463414634146342;0.6542056074766356
750;Portugal;83;0;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.3592805685828942;0.5;0.6463414634146342;0.6542056074766356
1509;Portugal;83;1;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.4451078985962707;0.5;0.6463414634146342;0.6542056074766356
1557;Portugal;83;1;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.3863697584627817;0.5;0.6463414634146342;0.6542056074766356
1557;Portugal;83;0;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.3863697584627817;0.5;0.6463414634146342;0.6542056074766356
181;Italy;83;0;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.3133725691865227;0.5;0.6463414634146342;0.6542056074766356
181;Italy;83;0;Basic;Real Functions of a single variable;Domain, Image and Graphics;Domain,Image of a function,,,,,,,,,,;0;0.3133725691865227;0.5;0.6463414634146342;0.6542056074766356
351;Portugal;84;1;Basic;Real Functions of a single variable;Domain, Image and Graphics;Indeterminate forms,Limits,,,,,,,,,,;0;0.5700208835992782;0.33333333333333337;0.6463414634146342;0.6542056074766356
1564;Portugal;84;1;Basic;Real Functions of a single variable;Limits and Continuity;Indeterminate forms,Limits,,,,,,,,,,,;0;0.16185741767137118;0.33333333333333337;0.6463414634146342;0.631578947368421
181;Italy;84;0;Basic;Real Functions of a single variable;Domain, Image and Graphics;Indeterminate forms,Limits,,,,,,,,,,;0;0.3133725691865227;0.33333333333333337;0.6463414634146342;0.6542056074766356
1565;Portugal;85;0;Basic;Real Functions of a single variable;Limits and Continuity;Indeterminate forms,Limits,,,,,,,,,,,;0;0.21706473915776242;1.0;0.6463414634146342;0.631578947368421
1481;Portugal;85;0;Basic;Real Functions of a single variable;Limits and Continuity;Indeterminate forms,Limits,,,,,,,,,,,;0;0.4780431594385083;1.0;0.6463414634146342;0.631578947368421
1557;Portugal;86;1;Advanced;Real Functions of a single variable;Domain, Image and Graphics;Indeterminate forms,Limits,,,,,,,,,,;1;0.3863697584627817;0.0;0.6463414634146342;0.6542056074766356
552;Portugal;87;0;Advanced;Real Functions of a single variable;Limits and Continuity;Indeterminate forms,Limits,,,,,,,,,,,;1;0.18353236957888122;0.75;0.6463414634146342;0.631578947368421
1557;Portugal;87;1;Advanced;Real Functions of a single variable;Limits and Continuity;Indeterminate forms,Limits,,,,,,,,,,,;1;0.3863697584627817;0.75;0.6463414634146342;0.631578947368421
1557;Portugal;87;0;Advanced;Real Functions of a single variable;Limits and Continuity;Indeterminate forms,Limits,,,,,,,,,,,;1;0.3863697584627817;0.75;0.6463414634146342;0.631578947368421
1557;Portugal;87;0;Advanced;Real Functions of a single variable;Limits and Continuity;Indeterminate forms,Limits,,,,,,,,,,,;1;0.3863697584627817;0.75;0.6463414634146342;0.631578947368421
854;Italy;88;1;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5979756821777672;0.33333333333333337;0.5097799511002445;0.4380952380952381
854;Italy;88;1;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5979756821777672;0.33333333333333337;0.5097799511002445;0.4380952380952381
26;Portugal;88;1;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.735869448575064;0.33333333333333337;0.5097799511002445;0.4380952380952381
511;Portugal;88;1;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.7095037792712211;0.33333333333333337;0.5097799511002445;0.4380952380952381
973;Portugal;88;1;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.6670128166589239;0.33333333333333337;0.5097799511002445;0.4380952380952381
411;Portugal;88;0;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.20922838022701223;0.33333333333333337;0.5097799511002445;0.4380952380952381
852;Italy;88;0;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.36313988407011666;0.33333333333333337;0.5097799511002445;0.4380952380952381
852;Italy;88;1;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.36313988407011666;0.33333333333333337;0.5097799511002445;0.4380952380952381
852;Italy;88;0;Basic;Linear Algebra;Linear Systems;Inconsistent system,Square linear system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.36313988407011666;0.33333333333333337;0.5097799511002445;0.4380952380952381
988;Portugal;89;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.666825895663105;0.4375;0.5097799511002445;0.4380952380952381
988;Portugal;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.666825895663105;0.4375;0.5097799511002445;0.4380952380952381
854;Italy;89;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5979756821777672;0.4375;0.5097799511002445;0.4380952380952381
860;Italy;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5341294783155248;0.4375;0.5097799511002445;0.4380952380952381
510;Portugal;89;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.247061014502875;0.4375;0.5097799511002445;0.4380952380952381
979;Portugal;89;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5450248996760625;0.4375;0.5097799511002445;0.4380952380952381
509;Portugal;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.6730310828599552;0.4375;0.5097799511002445;0.4380952380952381
511;Portugal;89;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.7095037792712211;0.4375;0.5097799511002445;0.4380952380952381
406;Portugal;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.42295840934525;0.4375;0.5097799511002445;0.4380952380952381
406;Portugal;89;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.42295840934525;0.4375;0.5097799511002445;0.4380952380952381
411;Portugal;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.20922838022701223;0.4375;0.5097799511002445;0.4380952380952381
852;Italy;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.36313988407011666;0.4375;0.5097799511002445;0.4380952380952381
852;Italy;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.36313988407011666;0.4375;0.5097799511002445;0.4380952380952381
600;Italy;89;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.4390155149029078;0.4375;0.5097799511002445;0.4380952380952381
853;Italy;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5409176618478944;0.4375;0.5097799511002445;0.4380952380952381
853;Italy;89;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5409176618478944;0.4375;0.5097799511002445;0.4380952380952381
1248;Italy;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.6117745652629374;0.2857142857142857;0.5097799511002445;0.4380952380952381
855;Italy;90;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.3689637187905372;0.2857142857142857;0.5097799511002445;0.4380952380952381
855;Italy;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.3689637187905372;0.2857142857142857;0.5097799511002445;0.4380952380952381
510;Portugal;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.247061014502875;0.2857142857142857;0.5097799511002445;0.4380952380952381
509;Portugal;90;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.6730310828599552;0.2857142857142857;0.5097799511002445;0.4380952380952381
525;Portugal;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.3596332310422598;0.2857142857142857;0.5097799511002445;0.4380952380952381
986;Portugal;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.7010389322290828;0.2857142857142857;0.5097799511002445;0.4380952380952381
406;Portugal;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.42295840934525;0.2857142857142857;0.5097799511002445;0.4380952380952381
414;Portugal;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.3800301112361686;0.2857142857142857;0.5097799511002445;0.4380952380952381
852;Italy;90;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.36313988407011666;0.2857142857142857;0.5097799511002445;0.4380952380952381
28;Portugal;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5834577309868008;0.2857142857142857;0.5097799511002445;0.4380952380952381
853;Italy;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5409176618478944;0.2857142857142857;0.5097799511002445;0.4380952380952381
853;Italy;90;1;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.5409176618478944;0.2857142857142857;0.5097799511002445;0.4380952380952381
72;Portugal;90;0;Basic;Linear Algebra;Linear Systems;Square linear system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,Consistent system,,,,,,,,;0;0.10975387872572695;0.2857142857142857;0.5097799511002445;0.4380952380952381
988;Portugal;91;1;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.666825895663105;0.3846153846153846;0.5097799511002445;0.4380952380952381
988;Portugal;91;1;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.666825895663105;0.3846153846153846;0.5097799511002445;0.4380952380952381
1248;Italy;91;1;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.6117745652629374;0.3846153846153846;0.5097799511002445;0.4380952380952381
855;Italy;91;0;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.3689637187905372;0.3846153846153846;0.5097799511002445;0.4380952380952381
855;Italy;91;0;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.3689637187905372;0.3846153846153846;0.5097799511002445;0.4380952380952381
511;Portugal;91;1;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.7095037792712211;0.3846153846153846;0.5097799511002445;0.4380952380952381
511;Portugal;91;0;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.7095037792712211;0.3846153846153846;0.5097799511002445;0.4380952380952381
406;Portugal;91;0;Basic;Linear Algebra;Linear Systems;Consistent system,Inconsistent system,Solution of linear system,Undetermined solution of linear system,,,,,,,,,;0;0.42295840934525;0.3846153846153846;0.5097799511002445;0.4380952380952381
